"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Z.score"	"Combined.Score"	"Genes"
"21"	"Melanogenesis_Homo sapiens_hsa04916"	"1/100"	0.324116628088349	0.509326129853119	0.218389640992338	0.327584461488507	-1.37266392347511	1.5465143690245	"WNT8B"
"22"	"Pancreatic secretion_Homo sapiens_hsa04972"	"1/96"	0.313416563851644	0.509326129853119	0.210671211879539	0.327584461488507	-1.20417955900838	1.39711573473765	"PNLIPRP2"
"23"	"FoxO signaling pathway_Homo sapiens_hsa04068"	"1/133"	0.406335038663541	0.563626584525393	0.279410604792667	0.389739692344872	-1.26714346513697	1.1411605661679	"CCNB1"
"24"	"Wnt signaling pathway_Homo sapiens_hsa04310"	"1/142"	0.426989836761662	0.563626584525393	0.295257342685509	0.389739692344872	-1.27004297595364	1.08080030808985	"WNT8B"
"25"	"Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550"	"1/142"	0.426989836761662	0.563626584525393	0.295257342685509	0.389739692344872	-1.25508893939776	1.0680744967411	"WNT8B"
"26"	"Hippo signaling pathway_Homo sapiens_hsa04390"	"1/153"	0.45127320239843	0.572769833813392	0.314180223904072	0.39876720726286	-1.13510804828143	0.903185442311136	"WNT8B"
"27"	"Purine metabolism_Homo sapiens_hsa00230"	"1/176"	0.498812259272926	0.609659428000243	0.35221189028449	0.430481199236599	-1.15988726337824	0.806731154823904	"RRM2"
"28"	"Proteoglycans in cancer_Homo sapiens_hsa05205"	"1/203"	0.549451222374694	0.625237597874652	0.394323961509623	0.448713473441985	-1.28860869190219	0.771664342144821	"WNT8B"
"29"	"cAMP signaling pathway_Homo sapiens_hsa04024"	"1/199"	0.542281008388747	0.625237597874652	0.388252068549295	0.448713473441985	-1.24666620627019	0.762923497893455	"TSHR"
"30"	"HTLV-I infection_Homo sapiens_hsa05166"	"1/258"	0.637493804855318	0.70124318534085	0.472266614316962	0.519493275748658	-1.21858011172275	0.548617829318919	"WNT8B"
"31"	"Neuroactive ligand-receptor interaction_Homo sapiens_hsa04080"	"1/277"	0.663771793801794	0.706595780498684	0.496923200921183	0.528982762270936	-1.16862607951858	0.47892268516117	"TSHR"
"32"	"MicroRNAs in cancer_Homo sapiens_hsa05206"	"1/297"	0.689401975034272	0.710945786754093	0.521703791929254	0.538007035427043	-1.15976035484183	0.431350550244971	"CDC25C"
"33"	"Pathways in cancer_Homo sapiens_hsa05200"	"1/397"	0.791313490034578	0.791313490034578	0.629300798719417	0.629300798719417	-1.2555902432455	0.293884794023547	"WNT8B"
