"HGNC.symbol"	"MGI.symbol"	"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"asc1_count.x"	"asc2_count.x"	"asc3_count.x"	"asc4_count.x"	"neu1_count.x"	"neu2_count.x"	"neu3_count.x"	"neu4_count.x"	"astro1_count.x"	"astro2_count.x"	"endo1_count.x"	"endo2_count.x"	"micro1_count.x"	"micro2_count.x"	"neuron1_count.x"	"neuron2_count.x"	"oligopre1_count.x"	"oligopre2_count.x"	"oligonew1_count.x"	"oligonew2_count.x"	"oligomye1_count.x"	"oligomye2_count.x"	"asc1_count.y"	"asc2_count.y"	"asc3_count.y"	"asc4_count.y"	"neu1_count.y"	"neu2_count.y"	"neu3_count.y"	"neu4_count.y"	"astro1_count.y"	"astro2_count.y"	"endo1_count.y"	"endo2_count.y"	"micro1_count.y"	"micro2_count.y"	"neuron1_count.y"	"neuron2_count.y"	"oligopre1_count.y"	"oligopre2_count.y"	"oligonew1_count.y"	"oligonew2_count.y"	"oligomye1_count.y"	"oligomye2_count.y"	"doid_code"	"doid_name"	"geneId"	"count"	"pubmeds_max"	"score_max"	"score_mean"	"associationType"	"source"
"11"	"EME1"	"Eme1"	-4.78192247450035	1.22075424156926	15.4937511582495	8.27784559373827e-05	0.00595080657270243	3	117	266	405	3	2	0	3	53	81	77	45	17	13	34	38	144	92	40	17	7	11	72.6018564978065	122.150156691104	189.096871198008	255.699776078097	1.00223077276076	3.69008872364243	3.7575076202319	2.31134327743652	43.014511526483	55.5598903291486	42.0753714249437	49.354151149134	27.716286737681	27.7761020657599	52.5748957868292	61.4190287271153	55.6783927117771	62.9688900392779	40.6878632234752	44.1980636045483	20.2341204476831	27.0054336981201	"DOID:3070"	"malignant glioma"	146956	2	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"12"	"EME1"	"Eme1"	-4.78192247450035	1.22075424156926	15.4937511582495	8.27784559373827e-05	0.00595080657270243	3	117	266	405	3	2	0	3	53	81	77	45	17	13	34	38	144	92	40	17	7	11	72.6018564978065	122.150156691104	189.096871198008	255.699776078097	1.00223077276076	3.69008872364243	3.7575076202319	2.31134327743652	43.014511526483	55.5598903291486	42.0753714249437	49.354151149134	27.716286737681	27.7761020657599	52.5748957868292	61.4190287271153	55.6783927117771	62.9688900392779	40.6878632234752	44.1980636045483	20.2341204476831	27.0054336981201	"DOID:2377"	"multiple sclerosis"	146956	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"13"	"EME1"	"Eme1"	-4.78192247450035	1.22075424156926	15.4937511582495	8.27784559373827e-05	0.00595080657270243	3	117	266	405	3	2	0	3	53	81	77	45	17	13	34	38	144	92	40	17	7	11	72.6018564978065	122.150156691104	189.096871198008	255.699776078097	1.00223077276076	3.69008872364243	3.7575076202319	2.31134327743652	43.014511526483	55.5598903291486	42.0753714249437	49.354151149134	27.716286737681	27.7761020657599	52.5748957868292	61.4190287271153	55.6783927117771	62.9688900392779	40.6878632234752	44.1980636045483	20.2341204476831	27.0054336981201	"DOID:1319"	"brain cancer"	146956	1	2	0.004634135	0.004634135	"GeneticVariation"	"GAD"
"14"	"FMOD"	"Fmod"	-5.27482748512506	2.95232650696967	29.6132403516255	5.27434290677248e-08	3.90874521967633e-05	933	643	391	815	3	19	8	9	27	17	78	78	22	18	91	22	54	118	10	18	5	19	543.619982276877	708.362108728429	849.296324472808	889.444506336888	5.40441098173803	15.4110081692642	12.1536778368112	5.79009792762033	43.3593574392755	43.375333781063	42.4126882826786	38.5305436510484	27.9384872895433	21.6846666021429	52.9963869832691	47.9495343810941	56.1247645401701	49.1595035032638	41.0140564739608	34.505211402805	20.3963367204644	21.0830095887318	"DOID:9835"	"refractive error"	2331	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"15"	"GSTA2"	"Gm10639"	-7.57343522657519	-2.21665568706768	11.5469768785894	0.000678595073079509	0.0224896187857393	25	5	13	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.2285488615663	17.0038265548298	16.3929705120891	13.8046162705113	3.21267009324062e-09	7.36640991521939e-09	4.67132001779748e-09	1.78947187998695e-09	1.5783191816841e-08	1.2695853304872e-08	1.5438595822618e-08	1.12777951731692e-08	1.01698579039321e-08	6.34704847541846e-09	1.92911562983358e-08	1.40347105479811e-08	2.04299135579473e-08	1.43888655282293e-08	1.49294814025289e-08	1.0099590344014e-08	7.42444800458151e-09	6.17094495029817e-09	"DOID:11934"	"head and neck cancer"	2939	1	2	0.004634135	0.004634135	"GeneticVariation"	"GAD"
"16"	"LTBP2"	"Ltbp2"	-6.37788533552127	0.0888524583455356	16.7832739971782	4.19010078346948e-05	0.00395230589187258	0	102	134	53	0	0	1	1	2	7	15	26	5	8	39	80	15	90	29	34	4	5	12.5693790955123	39.2944644841771	113.029794098195	283.994669455313	0.0523242053375237	0.357966976635065	0.677294069276965	0.774128579469226	15.4363372665676	37.0477545418567	15.0993141821837	32.9097207817118	9.94636309182141	18.5213146636102	18.8672100256323	40.9546722824909	19.9809417301004	41.9881315122834	14.6013881614544	29.4716026605909	7.26128686432918	18.0074271748418	"DOID:1686"	"glaucoma"	4053	5	6	0.202884077	0.121550537	"Biomarker|GeneticVariation"	"BeFree|CLINVAR|GAD"
"17"	"MFAP2"	"Mfap2"	-3.68783370132826	6.69856973600605	10.9479342769775	0.000937080286168903	0.0272636973632127	7867	8770	9935	13828	82	592	766	447	158	507	141	154	20	10	991	664	776	1423	283	439	3	33	4954.52773438926	8699.62139591194	14055.3755439615	19835.367223407	148.619916779518	571.081215822589	606.893832049642	389.609099425641	314.954188861954	424.566339872042	308.077762781282	377.144576541507	202.939898605083	212.253802520287	384.955752591721	469.33951940302	407.679696719989	481.18293631252	297.918365298324	337.743828917711	148.155140364932	206.364664759835	"DOID:1686"	"glaucoma"	4237	2	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"18"	"MYOC"	"Myoc"	-6.70942509788326	0.0764339953999463	14.7962662733559	0.000119772407458561	0.00757995547886255	138	75	51	12	1	0	0	0	22	18	22	11	5	0	4	7	8	9	3	1	3	41	84.3923366085928	70.1091637510896	53.5908412817908	35.7817891765521	0.265140209051715	0.482025642938539	0.242358735201309	0.0736120193465353	19.2565477596373	12.2814682167512	18.8361176402077	10.9096946576372	12.4079056193712	6.13988459453272	23.5364986314842	13.57662595709	24.9258585157724	13.9192215297762	18.2149640573752	9.76994573217194	9.05832224864792	5.96952898355597	"DOID:14330"	"Parkinson's disease"	4653	1	1	0.000283505	0.000283505	"GeneticVariation"	"BeFree"
"19"	"MYOC"	"Myoc"	-6.70942509788326	0.0764339953999463	14.7962662733559	0.000119772407458561	0.00757995547886255	138	75	51	12	1	0	0	0	22	18	22	11	5	0	4	7	8	9	3	1	3	41	84.3923366085928	70.1091637510896	53.5908412817908	35.7817891765521	0.265140209051715	0.482025642938539	0.242358735201309	0.0736120193465353	19.2565477596373	12.2814682167512	18.8361176402077	10.9096946576372	12.4079056193712	6.13988459453272	23.5364986314842	13.57662595709	24.9258585157724	13.9192215297762	18.2149640573752	9.76994573217194	9.05832224864792	5.96952898355597	"DOID:9835"	"refractive error"	4653	1	3	0.006951203	0.006951203	"GeneticVariation"	"GAD"
"20"	"MYOC"	"Myoc"	-6.70942509788326	0.0764339953999463	14.7962662733559	0.000119772407458561	0.00757995547886255	138	75	51	12	1	0	0	0	22	18	22	11	5	0	4	7	8	9	3	1	3	41	84.3923366085928	70.1091637510896	53.5908412817908	35.7817891765521	0.265140209051715	0.482025642938539	0.242358735201309	0.0736120193465353	19.2565477596373	12.2814682167512	18.8361176402077	10.9096946576372	12.4079056193712	6.13988459453272	23.5364986314842	13.57662595709	24.9258585157724	13.9192215297762	18.2149640573752	9.76994573217194	9.05832224864792	5.96952898355597	"DOID:1686"	"glaucoma"	4653	9	112	0.18219369	0.059104521	"AlteredExpression|Biomarker|GeneticVariation"	"BeFree|GAD|LHGDN|MGD|RGD"
"21"	"NEUROG2"	"Neurog2"	-5.58351882291751	1.95226703542928	14.6946379000135	0.000126405490922105	0.00778202700711378	219	207	387	531	3	2	3	3	22	24	2	0	2	10	49	33	62	26	204	140	33	62	213.102316013399	296.341160525946	379.17508898201	423.782781746656	1.69563768550054	5.16011808999699	4.34290378285588	2.20801639658614	55.3705974604837	59.1130134726584	54.1616857077763	52.510409659318	35.677898029985	29.5524178666312	67.6772393276418	65.3468509587534	71.6722278292628	66.9958278030896	52.3756103724948	47.024583991131	26.0464503377149	28.7324643114791	"DOID:14330"	"Parkinson's disease"	63973	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"22"	"RAD54L"	"Rad54l"	-3.58926770821707	2.91751184436003	11.4562337391904	0.00071254566491618	0.0231405455082099	69	634	965	1108	6	44	49	10	157	222	99	75	42	10	64	39	352	373	37	63	14	3	260.71765037155	458.925128213982	743.288228125624	1051.54620766329	8.36095560864528	32.2069867636315	34.3113857581337	22.0814679679347	92.4298033111138	124.90606174578	90.4117742370554	110.954730369763	59.5568993059712	62.4443910729379	112.97320611643	138.078188223675	119.642016249796	141.56248366788	87.4302894868373	99.3631562072635	43.479181950056	60.7118255451144	"DOID:2377"	"multiple sclerosis"	8438	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"23"	"RAD54L"	"Rad54l"	-3.58926770821707	2.91751184436003	11.4562337391904	0.00071254566491618	0.0231405455082099	69	634	965	1108	6	44	49	10	157	222	99	75	42	10	64	39	352	373	37	63	14	3	260.71765037155	458.925128213982	743.288228125624	1051.54620766329	8.36095560864528	32.2069867636315	34.3113857581337	22.0814679679347	92.4298033111138	124.90606174578	90.4117742370554	110.954730369763	59.5568993059712	62.4443910729379	112.97320611643	138.078188223675	119.642016249796	141.56248366788	87.4302894868373	99.3631562072635	43.479181950056	60.7118255451144	"DOID:3565"	"meningioma"	8438	2	2	0.003089586	0.001686545	"Biomarker|GeneticVariation"	"BeFree|LHGDN"
"24"	"RAD54L"	"Rad54l"	-3.58926770821707	2.91751184436003	11.4562337391904	0.00071254566491618	0.0231405455082099	69	634	965	1108	6	44	49	10	157	222	99	75	42	10	64	39	352	373	37	63	14	3	260.71765037155	458.925128213982	743.288228125624	1051.54620766329	8.36095560864528	32.2069867636315	34.3113857581337	22.0814679679347	92.4298033111138	124.90606174578	90.4117742370554	110.954730369763	59.5568993059712	62.4443910729379	112.97320611643	138.078188223675	119.642016249796	141.56248366788	87.4302894868373	99.3631562072635	43.479181950056	60.7118255451144	"DOID:1319"	"brain cancer"	8438	2	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"25"	"RAD54L"	"Rad54l"	-3.58926770821707	2.91751184436003	11.4562337391904	0.00071254566491618	0.0231405455082099	69	634	965	1108	6	44	49	10	157	222	99	75	42	10	64	39	352	373	37	63	14	3	260.71765037155	458.925128213982	743.288228125624	1051.54620766329	8.36095560864528	32.2069867636315	34.3113857581337	22.0814679679347	92.4298033111138	124.90606174578	90.4117742370554	110.954730369763	59.5568993059712	62.4443910729379	112.97320611643	138.078188223675	119.642016249796	141.56248366788	87.4302894868373	99.3631562072635	43.479181950056	60.7118255451144	"DOID:3070"	"malignant glioma"	8438	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"26"	"SLC6A12"	"Slc6a12"	-9.18707025333917	-0.712562366504115	11.7366306313022	0.000612818678812637	0.0214038486191895	0	61	78	96	0	0	0	0	0	1	12	13	1	0	15	11	13	2	0	0	5	0	30.7671782154856	44.9886689224632	60.5288793135486	71.1340952683959	1.67926686345924e-08	5.37350884176034e-08	4.75543449756759e-08	2.54228338737125e-08	5.11521851464344	5.74221897266701	5.00353744086719	5.10084417786818	3.29597752122478	2.87071229485607	6.25212447591466	6.34777192593905	6.621187482032	6.5079530022331	4.83853713307568	4.56795285018824	2.40620999445246	2.79106227222142	"DOID:10652"	"Alzheimer's disease"	6539	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"27"	"TSHR"	"Tshr"	-7.56658843990177	0.764629908215743	11.1084452236767	0.000859355025546965	0.026078255273207	290	43	83	58	0	0	0	1	29	60	0	2	0	0	68	68	25	10	6	7	0	6	103.702129649484	133.191427605677	157.401506594173	162.478980749609	0.180387864994429	0.507012527144231	0.394115983313928	0.185067826905751	19.1344875395956	18.8671158531699	18.7167223730709	16.7597610803246	12.3292564394111	9.43225288098213	23.3873093667297	20.856771381633	24.7678626063737	21.3830757490406	18.0995060558348	15.0088486779337	9.00090485376074	9.17054809196088	"DOID:2377"	"multiple sclerosis"	7253	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"28"	"TSHR"	"Tshr"	-7.56658843990177	0.764629908215743	11.1084452236767	0.000859355025546965	0.026078255273207	290	43	83	58	0	0	0	1	29	60	0	2	0	0	68	68	25	10	6	7	0	6	103.702129649484	133.191427605677	157.401506594173	162.478980749609	0.180387864994429	0.507012527144231	0.394115983313928	0.185067826905751	19.1344875395956	18.8671158531699	18.7167223730709	16.7597610803246	12.3292564394111	9.43225288098213	23.3873093667297	20.856771381633	24.7678626063737	21.3830757490406	18.0995060558348	15.0088486779337	9.00090485376074	9.17054809196088	"DOID:7147"	"ankylosing spondylitis"	7253	1	1	0.002317068	0.002317068	"GeneticVariation"	"GAD"
"29"	"TYMS"	"Tyms"	-3.42792120657618	4.5820800335419	11.6841467421745	0.000630348871444516	0.0217595254946896	1498	1525	1987	3214	29	229	46	91	137	224	778	724	353	126	144	102	356	480	80	95	10	9	1260.72372801406	1818.10947750016	2412.48236344289	2796.172456935	45.2705353002857	142.869165037986	124.696817613546	65.7466687325731	266.933569080196	295.531228710016	261.105581959713	262.521989237823	171.997939253228	147.74517234715	326.262093381144	326.696847642577	345.521349883353	334.940787923957	252.495173444019	235.096001202919	125.566135627816	143.645873945601	"DOID:11934"	"head and neck cancer"	7298	2	5	0.212317068	0.106867295	"Biomarker|GeneticVariation"	"BeFree|CTD_human|GAD"
"30"	"TYMS"	"Tyms"	-3.42792120657618	4.5820800335419	11.6841467421745	0.000630348871444516	0.0217595254946896	1498	1525	1987	3214	29	229	46	91	137	224	778	724	353	126	144	102	356	480	80	95	10	9	1260.72372801406	1818.10947750016	2412.48236344289	2796.172456935	45.2705353002857	142.869165037986	124.696817613546	65.7466687325731	266.933569080196	295.531228710016	261.105581959713	262.521989237823	171.997939253228	147.74517234715	326.262093381144	326.696847642577	345.521349883353	334.940787923957	252.495173444019	235.096001202919	125.566135627816	143.645873945601	"DOID:6364"	"migraine"	7298	1	2	0.00491764	0.00491764	"GeneticVariation"	"BeFree|GAD"
"31"	"TYMS"	"Tyms"	-3.42792120657618	4.5820800335419	11.6841467421745	0.000630348871444516	0.0217595254946896	1498	1525	1987	3214	29	229	46	91	137	224	778	724	353	126	144	102	356	480	80	95	10	9	1260.72372801406	1818.10947750016	2412.48236344289	2796.172456935	45.2705353002857	142.869165037986	124.696817613546	65.7466687325731	266.933569080196	295.531228710016	261.105581959713	262.521989237823	171.997939253228	147.74517234715	326.262093381144	326.696847642577	345.521349883353	334.940787923957	252.495173444019	235.096001202919	125.566135627816	143.645873945601	"DOID:2174"	"ocular cancer"	7298	2	1	0.002600572	0.00245882	"GeneticVariation"	"BeFree|GAD"
