"Term"	"Overlap"	"P.value"	"Adjusted.P.value"	"Old.P.value"	"Old.Adjusted.P.value"	"Z.score"	"Combined.Score"	"Genes"
"11"	"Mitotic Anaphase_Homo sapiens_R-HSA-68882"	"8/173"	3.73279842609033e-07	5.90460841945198e-06	4.25514531523292e-07	6.73086622591389e-06	-2.26193049352159	33.4786917515768	"SGOL1;CENPH;NUF2;CDCA8;CENPM;AURKB;SKA1;SPC24"
"12"	"RHO GTPase Effectors_Homo sapiens_R-HSA-195258"	"9/255"	6.55253879756087e-07	9.50118125646326e-06	6.54342418443984e-07	9.48796506743777e-06	-2.17595449524473	30.981769020667	"SGOL1;CENPH;NUF2;CDCA8;CENPM;CDC25C;SKA1;SPC24;AURKB"
"13"	"G1/S Transition_Homo sapiens_R-HSA-69206"	"6/112"	4.98712182529338e-06	6.6750707507773e-05	6.28072150304683e-06	8.40650416561653e-05	-2.04047452167338	24.9114425401648	"DHFR;CCNB1;RRM2;CDC6;FBXO5;TYMS"
"14"	"Signaling by Rho GTPases_Homo sapiens_R-HSA-194315"	"9/367"	1.27873283974731e-05	0.000158928224368594	1.20659105167267e-05	0.000149962030707888	-2.10049769899987	23.6664248797172	"SGOL1;CENPH;NUF2;CDCA8;CENPM;CDC25C;SKA1;SPC24;AURKB"
"15"	"Mitotic G1-G1/S phases_Homo sapiens_R-HSA-453279"	"6/136"	1.52133314960878e-05	0.000176474645354618	1.82016938546854e-05	0.00021113964871435	-2.01548329724255	22.3584383413239	"DHFR;CCNB1;RRM2;CDC6;FBXO5;TYMS"
"16"	"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest_Homo sapiens_R-HSA-6804114"	"3/18"	4.46409064147163e-05	0.00048546985726004	7.41857871328989e-05	0.000806770435070275	-1.9664466145839	19.6976203081546	"CCNB1;CDC25C;AURKA"
"17"	"APC/C-mediated degradation of cell cycle proteins_Homo sapiens_R-HSA-174143"	"4/85"	0.000341115869971631	0.00296770806875319	0.000411776682994079	0.00372546810604185	-2.12617641930578	16.9738794250205	"CCNB1;FBXO5;AURKB;AURKA"
"18"	"Regulation of mitotic cell cycle_Homo sapiens_R-HSA-453276"	"4/85"	0.000341115869971631	0.00296770806875319	0.000411776682994079	0.00372546810604185	-2.11592325375803	16.8920254480165	"CCNB1;FBXO5;AURKB;AURKA"
"19"	"SUMOylation of DNA replication proteins_Homo sapiens_R-HSA-4615885"	"3/44"	0.000673575578393462	0.00532737048365738	0.00084217959941355	0.00666087501354353	-2.01204758653176	14.6938031464829	"CDCA8;AURKB;AURKA"
"20"	"Molecules associated with elastic fibres_Homo sapiens_R-HSA-2129379"	"3/30"	0.000214750248061637	0.00215531143293869	0.000294465408874694	0.00301394006730569	-1.70953612972071	14.4388017152488	"MFAP5;MFAP2;LTBP2"
"21"	"Extracellular matrix organization_Homo sapiens_R-HSA-1474244"	"6/283"	0.000833274699703735	0.00604124157285208	0.000894798314352526	0.00676934376944954	-1.93290531816454	13.7045832267569	"MFAP5;CAPN9;CMA1;MFAP2;LTBP2;FMOD"
"22"	"Elastic fibre formation_Homo sapiens_R-HSA-1566948"	"3/41"	0.000546729864385547	0.00453004744776596	0.000693549613498389	0.00574655394041522	-1.71371898058756	12.8726956229514	"MFAP5;MFAP2;LTBP2"
"23"	"TP53 Regulates Transcription of Cell Cycle Genes_Homo sapiens_R-HSA-6791312"	"3/48"	0.000869863097393791	0.00605424715786079	0.00106982735570304	0.00775624832884705	-1.69308636201925	11.9314754058388	"CCNB1;CDC25C;AURKA"
"24"	"Synthesis of DNA_Homo sapiens_R-HSA-69239"	"3/97"	0.00646862357381622	0.0341072879346674	0.00726616188648397	0.0383124899469155	-2.0036155399052	10.0998090500907	"GINS1;GINS2;CDC6"
"25"	"DNA Replication_Homo sapiens_R-HSA-69306"	"3/105"	0.0080439042767092	0.0388788706707611	0.00897627191158824	0.0433853142393432	-1.98857454512446	9.59057826533726	"GINS1;GINS2;CDC6"
"26"	"Metabolism of nucleotides_Homo sapiens_R-HSA-15869"	"3/87"	0.00478131853108916	0.0268370782067585	0.00542497313457709	0.0304498492069811	-1.76691324935854	9.44068627229479	"RRM2;TK1;TYMS"
"27"	"SUMO E3 ligases SUMOylate target proteins_Homo sapiens_R-HSA-3108232"	"3/96"	0.00628598992118744	0.0341072879346674	0.00706740634178846	0.0383124899469155	-1.73647350291291	8.80293424554608	"CDCA8;AURKB;AURKA"
"28"	"Cyclin A/B1 associated events during G2/M transition_Homo sapiens_R-HSA-69273"	"2/22"	0.00329749098744565	0.0197849459246739	0.00405470395571963	0.0243282237343178	-1.49365217400385	8.53561486520294	"CCNB1;CDC25C"
"29"	"S Phase_Homo sapiens_R-HSA-69242"	"3/124"	0.0126256679382253	0.0578122689802947	0.0139197602901583	0.063737849749672	-1.90502611878947	8.32881876747689	"GINS1;GINS2;CDC6"
"30"	"SUMOylation_Homo sapiens_R-HSA-2990846"	"3/101"	0.00723071325226163	0.0359469744541007	0.00809436625444446	0.0402405636649525	-1.67339561117418	8.24886577064415	"CDCA8;AURKB;AURKA"
"31"	"Polo-like kinase mediated events_Homo sapiens_R-HSA-156711"	"2/16"	0.00173913153665794	0.0108074602635172	0.00228180647142253	0.0141797973581257	-1.28690563729965	8.17747381163485	"CCNB1;CDC25C"
"32"	"DNA strand elongation_Homo sapiens_R-HSA-69190"	"2/32"	0.0069041862607874	0.0353331885110884	0.00803782038527574	0.0402405636649525	-1.6342960469095	8.13164810391342	"GINS1;GINS2"
"33"	"Pyrimidine metabolism_Homo sapiens_R-HSA-73848"	"2/24"	0.00392003587690823	0.0227362080860677	0.00475068690145352	0.0275539840284304	-1.40876959963617	7.80691435317855	"TK1;TYMS"
"34"	"Unwinding of DNA_Homo sapiens_R-HSA-176974"	"2/12"	0.000966246041332433	0.00622691893303124	0.00137085700333127	0.00883441179924596	-1.11268268423576	7.72434562198059	"GINS1;GINS2"
"35"	"Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex_Homo sapiens_R-HSA-75035"	"2/12"	0.000966246041332433	0.00622691893303124	0.00137085700333127	0.00883441179924596	-1.1023353209406	7.65251327345896	"CCNB1;CDC25C"
"36"	"G2/M Checkpoints_Homo sapiens_R-HSA-69481"	"3/150"	0.0208916574613268	0.0845383348435086	0.0227741108323561	0.0960815849222224	-1.97767693828583	7.65045607677601	"CCNB1;CDC6;CDC25C"
"37"	"Activation of ATR in response to replication stress_Homo sapiens_R-HSA-176187"	"2/37"	0.00915474960715247	0.0430520657201224	0.0104849458671611	0.0493075832671903	-1.55372083477491	7.29236147273655	"CDC6;CDC25C"
"38"	"Deposition of new CENPA-containing nucleosomes at the centromere_Homo sapiens_R-HSA-606279"	"2/52"	0.0175544680052488	0.0763619358228321	0.0195049646059616	0.084846596035933	-1.71925963051011	6.95001554750269	"CENPH;CENPM"
"39"	"Nucleosome assembly_Homo sapiens_R-HSA-774815"	"2/52"	0.0175544680052488	0.0763619358228321	0.0195049646059616	0.084846596035933	-1.71240268922789	6.92229672733496	"CENPH;CENPM"
"40"	"Condensation of Prometaphase Chromosomes_Homo sapiens_R-HSA-2514853"	"2/11"	0.000807245089242051	0.00604124157285208	0.00117797712454226	0.00819872078681416	-0.96770976366303	6.8919159389471	"CCNB1;NCAPG"
"41"	"Cell Cycle Checkpoints_Homo sapiens_R-HSA-69620"	"3/182"	0.0343029684717452	0.105511767232443	0.0370529714824897	0.119070415402066	-1.90753856921426	6.43321843091799	"CCNB1;CDC6;CDC25C"
"42"	"G2/M Transition_Homo sapiens_R-HSA-69275"	"3/173"	0.0301703518873727	0.104987543806201	0.0326608019888819	0.113659590921309	-1.78447900086914	6.2472746153266	"CCNB1;CDC25C;AURKA"
"43"	"Mitotic G2-G2/M phases_Homo sapiens_R-HSA-453274"	"3/175"	0.0310644544434943	0.104987543806201	0.0336115490319015	0.114337892132119	-1.78601210485903	6.20048225283756	"CCNB1;CDC25C;AURKA"
"44"	"APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1_Homo sapiens_R-HSA-174178"	"2/71"	0.0313755878041519	0.104987543806201	0.0341699447751161	0.114337892132119	-1.76953244582376	6.1256349659848	"AURKB;AURKA"
"45"	"Regulation of APC/C activators between G1/S and early anaphase_Homo sapiens_R-HSA-176408"	"2/79"	0.0381353250443058	0.105866831965428	0.0413016656705084	0.119070415402066	-1.68659621060021	5.50945923221574	"CCNB1;FBXO5"
"46"	"G2/M DNA damage checkpoint_Homo sapiens_R-HSA-69473"	"2/78"	0.0372622144741409	0.105866831965428	0.0403815715475072	0.119070415402066	-1.63130150822189	5.36661570641106	"CCNB1;CDC25C"
"47"	"Transcriptional Regulation by TP53_Homo sapiens_R-HSA-3700989"	"4/348"	0.0471274746688127	0.115880826459171	0.0504917600177823	0.124809283694664	-1.72955470053151	5.28361513563194	"CCNB1;CDC25C;AURKB;AURKA"
"48"	"Chromosome Maintenance_Homo sapiens_R-HSA-73886"	"2/86"	0.0444620278468846	0.115468549930715	0.0479608891919264	0.1245551450656	-1.47915959057509	4.60480095093671	"CENPH;CENPM"
"49"	"Phosphorylation of Emi1_Homo sapiens_R-HSA-176417"	"2/6"	0.000222963251683313	0.00215531143293869	0.000428214724832397	0.00372546810604185	-0.49825565876964	4.18958449587175	"CCNB1;FBXO5"
"50"	"Regulation of TP53 Activity through Phosphorylation_Homo sapiens_R-HSA-6804756"	"2/89"	0.0472847050494317	0.115880826459171	0.0509279261052939	0.124809283694664	-1.3161627780438	4.01636073780388	"AURKB;AURKA"
"51"	"Regulation of PLK1 Activity at G2/M Transition_Homo sapiens_R-HSA-2565942"	"2/87"	0.0453956915961322	0.115549641474492	0.0489425541311947	0.124809283694664	-1.26226897972481	3.90336242967347	"CCNB1;AURKA"
"52"	"Degradation of the extracellular matrix_Homo sapiens_R-HSA-1474228"	"2/106"	0.0644362956054172	0.143742505581315	0.0689158776862843	0.155260948195413	-1.34201493623091	3.67990991181862	"CAPN9;CMA1"
"53"	"Regulation of TP53 Activity_Homo sapiens_R-HSA-5633007"	"2/151"	0.117479079554928	0.206739582084899	0.124273017328073	0.218419242576613	-1.26246813180973	2.7035692015134	"AURKB;AURKA"
"54"	"Signal Transduction_Homo sapiens_R-HSA-162582"	"13/2465"	0.158859233162491	0.265783717021861	0.165009091992257	0.276072903910123	-1.33873592112348	2.46292173276732	"CMA1;CDCA8;WNT8B;CDC25C;AURKB;SKA1;TSHR;OPN1SW;SGOL1;CENPH;NUF2;CENPM;SPC24"
"55"	"Disassembly of the destruction complex and recruitment of AXIN to the membrane_Homo sapiens_R-HSA-4641262"	"1/31"	0.114167583656522	0.206739582084899	0.120454254839937	0.218419242576613	-0.860974893321302	1.86839117921782	"WNT8B"
"56"	"GPCR ligand binding_Homo sapiens_R-HSA-500792"	"3/447"	0.253312918482043	0.351366225342191	0.267291326493309	0.369116593728855	-1.27790571037518	1.7547303135406	"OPN1SW;WNT8B;TSHR"
"57"	"The role of GTSE1 in G2/M progression after G2 checkpoint_Homo sapiens_R-HSA-8852276"	"1/59"	0.206169623531675	0.317464730039925	0.214183757212976	0.329805077478388	-1.07887105124465	1.70359784317141	"CCNB1"
"58"	"Nuclear Envelope Breakdown_Homo sapiens_R-HSA-2980766"	"1/51"	0.180891632132106	0.291436518435059	0.188443497500275	0.303603412639332	-0.983667602539608	1.68193107803657	"CCNB1"
"59"	"Assembly of the pre-replicative complex_Homo sapiens_R-HSA-68867"	"1/67"	0.230677222183564	0.346015833275346	0.239129585424919	0.358694378137378	-1.10621717329158	1.62252838835089	"CDC6"
"60"	"CDK-mediated phosphorylation and removal of Cdc6_Homo sapiens_R-HSA-69017"	"1/50"	0.177676532870569	0.291436518435059	0.185168891569148	0.303603412639332	-0.932209974042054	1.61066364242188	"CDC6"
"61"	"CDT1 association with the CDC6:ORC:origin complex_Homo sapiens_R-HSA-68827"	"1/58"	0.203052488533606	0.315456544686139	0.211010166822477	0.327819366313492	-1.0021920150465	1.59778547851184	"CDC6"
"62"	"SCF-beta-TrCP mediated degradation of Emi1_Homo sapiens_R-HSA-174113"	"1/54"	0.190462660211885	0.301277298880618	0.198190735129045	0.313501708295035	-0.96066600894005	1.59307159052814	"FBXO5"
"63"	"Meiotic recombination_Homo sapiens_R-HSA-912446"	"1/54"	0.190462660211885	0.301277298880618	0.198190735129045	0.313501708295035	-0.943728532231379	1.56498418792545	"PSMC3IP"
"64"	"Nuclear Pore Complex (NPC) Disassembly_Homo sapiens_R-HSA-3301854"	"1/34"	0.124507934915286	0.214498818566929	0.130994637069086	0.225673929208128	-0.723962015997355	1.50829220620176	"CCNB1"
"65"	"Removal of licensing factors from origins_Homo sapiens_R-HSA-69300"	"1/72"	0.245613586389265	0.350301344522395	0.254327927695438	0.362729995237756	-1.0600314831805	1.48827971322063	"CDC6"
"66"	"APC/C:Cdc20 mediated degradation of mitotic proteins_Homo sapiens_R-HSA-176409"	"1/74"	0.251507650419388	0.351366225342191	0.260324261145794	0.366520311584747	-1.07352284157537	1.48176411605438	"CCNB1"
"67"	"Switching of origins to a post-replicative state_Homo sapiens_R-HSA-69052"	"1/70"	0.239673708732142	0.350301344522395	0.248284344662991	0.362729995237756	-1.02655438581894	1.46640915242583	"CDC6"
"68"	"Regulation of DNA replication_Homo sapiens_R-HSA-69304"	"1/75"	0.25443761145469	0.351366225342191	0.263304821540766	0.366520311584747	-1.06908322431111	1.46325379717071	"CDC6"
"69"	"Orc1 removal from chromatin_Homo sapiens_R-HSA-68949"	"1/70"	0.239673708732142	0.350301344522395	0.248284344662991	0.362729995237756	-1.01775354061432	1.45383734898764	"CDC6"
"70"	"Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins_Homo sapiens_R-HSA-176814"	"1/75"	0.25443761145469	0.351366225342191	0.263304821540766	0.366520311584747	-1.02188970378948	1.39866004381757	"CCNB1"
"71"	"Amino acid and oligopeptide SLC transporters_Homo sapiens_R-HSA-425374"	"1/49"	0.174448976352717	0.289086875098788	0.181881441177489	0.301403531094124	-0.797391600340549	1.3923437967928	"SLC6A12"
"72"	"Condensation of Prophase Chromosomes_Homo sapiens_R-HSA-2299718"	"1/41"	0.14817430939561	0.250313881891613	0.155113526483506	0.262036442797379	-0.718014027163095	1.37095152220209	"CCNB1"
"73"	"Fanconi Anemia Pathway_Homo sapiens_R-HSA-6783310"	"1/35"	0.127928168368441	0.21823040486381	0.134480729454044	0.22940830318631	-0.663948357372023	1.36526794915416	"EME1"
"74"	"M/G1 Transition_Homo sapiens_R-HSA-68874"	"1/82"	0.274632707227704	0.364779321050538	0.283844238099303	0.377014484192967	-1.05621938681398	1.36497416054694	"CDC6"
"75"	"DNA Replication Pre-Initiation_Homo sapiens_R-HSA-69002"	"1/82"	0.274632707227704	0.364779321050538	0.283844238099303	0.377014484192967	-1.04717417745007	1.35328484939377	"CDC6"
"76"	"HDR through Homologous Recombination (HRR)_Homo sapiens_R-HSA-5685942"	"1/64"	0.221575666237972	0.33525361674267	0.229866468674706	0.347797961299121	-0.877785740067328	1.3228153326907	"EME1"
"77"	"Amino acid transport across the plasma membrane_Homo sapiens_R-HSA-352230"	"1/31"	0.114167583656522	0.206739582084899	0.120454254839937	0.218419242576613	-0.608333935407084	1.32013809897393	"SLC6A12"
"78"	"APC/C:Cdc20 mediated degradation of Cyclin B_Homo sapiens_R-HSA-174048"	"1/23"	0.086000209296194	0.17604748726515	0.0917352354162875	0.187787423087459	-0.535643632209663	1.31415105957912	"CCNB1"
"79"	"RHO GTPases activate PKNs_Homo sapiens_R-HSA-5625740"	"1/60"	0.209274722034784	0.319419312579408	0.217344935524427	0.331737006853073	-0.820513943074507	1.28337195532817	"CDC25C"
"80"	"Neurotransmitter Release Cycle_Homo sapiens_R-HSA-112310"	"1/51"	0.180891632132106	0.291436518435059	0.188443497500275	0.303603412639332	-0.746430844990268	1.27629011319774	"SLC6A12"
"81"	"Metabolism of polyamines_Homo sapiens_R-HSA-351202"	"1/84"	0.280302883051883	0.36671204248893	0.289609654918011	0.378887819216044	-0.990107292168207	1.25930215316749	"SLC6A12"
"82"	"Resolution of D-Loop Structures_Homo sapiens_R-HSA-5693537"	"1/33"	0.12107446006855	0.210669560519277	0.12749489514211	0.221841117547272	-0.589404830050217	1.24443962280165	"EME1"
"83"	"Amine compound SLC transporters_Homo sapiens_R-HSA-425428"	"1/30"	0.110694080322727	0.206739582084899	0.116913252061838	0.218419242576613	-0.547152129277066	1.20427358310469	"SLC6A12"
"84"	"PIWI-interacting RNA (piRNA) biogenesis_Homo sapiens_R-HSA-5601884"	"1/29"	0.107207132057603	0.204989461296956	0.113358390951063	0.216751209071264	-0.537718036176609	1.20072034306416	"DDX4"
"85"	"Resolution of D-loop Structures through Holliday Junction Intermediates_Homo sapiens_R-HSA-5693568"	"1/32"	0.117627693255201	0.206739582084899	0.123981451768191	0.218419242576613	-0.55575277058529	1.18943918810908	"EME1"
"86"	"Post-translational protein modification_Homo sapiens_R-HSA-597592"	"3/521"	0.332059275165195	0.406889534357352	0.349436725480247	0.428183029813824	-1.07193930758883	1.1817506851146	"CDCA8;AURKB;AURKA"
"87"	"Class B/2 (Secretin family receptors)_Homo sapiens_R-HSA-373080"	"1/84"	0.280302883051883	0.36671204248893	0.289609654918011	0.378887819216044	-0.902088049835511	1.14735184003829	"WNT8B"
"88"	"ECM proteoglycans_Homo sapiens_R-HSA-3000178"	"1/55"	0.193628403350804	0.303525605252612	0.201414448940808	0.315730757799105	-0.674537934594598	1.10746609664225	"FMOD"
"89"	"WNT ligand biogenesis and trafficking_Homo sapiens_R-HSA-3238698"	"1/26"	0.0966651031692434	0.188985707319644	0.102610129813999	0.200608568400402	-0.472046993664459	1.10293913135585	"WNT8B"
"90"	"Peptide hormone metabolism_Homo sapiens_R-HSA-2980736"	"1/81"	0.271781104545194	0.364779321050538	0.280944495948527	0.377014484192967	-0.835062317158295	1.08788436417994	"CMA1"
"91"	"Interferon alpha/beta signaling_Homo sapiens_R-HSA-909733"	"1/68"	0.233687665998526	0.347535503279859	0.242193150454593	0.360184685291446	-0.73885051006504	1.07411856999562	"IFIT3"
"92"	"Keratan sulfate/keratin metabolism_Homo sapiens_R-HSA-1638074"	"1/32"	0.117627693255201	0.206739582084899	0.123981451768191	0.218419242576613	-0.494310175364957	1.05793785434654	"FMOD"
"93"	"Gene Silencing by RNA_Homo sapiens_R-HSA-211000"	"1/101"	0.326765819195062	0.403242925815183	0.336827600986833	0.415659592707155	-0.942791948502846	1.05452364960589	"DDX4"
"94"	"Class A/1 (Rhodopsin-like receptors)_Homo sapiens_R-HSA-373076"	"2/323"	0.359758270277918	0.431709924333502	0.374836353171828	0.449803623806194	-1.02077106882569	1.04355768476284	"OPN1SW;TSHR"
"95"	"Activation of the pre-replicative complex_Homo sapiens_R-HSA-68962"	"1/30"	0.110694080322727	0.206739582084899	0.116913252061838	0.218419242576613	-0.46755965729761	1.0290917528786	"CDC6"
"96"	"Meiosis_Homo sapiens_R-HSA-1500620"	"1/85"	0.283121540182338	0.367635432774081	0.29247541606003	0.379781510406308	-0.80869148393688	1.02047080342505	"PSMC3IP"
"97"	"Recruitment of mitotic centrosome proteins and complexes_Homo sapiens_R-HSA-380270"	"1/79"	0.266044658528954	0.361654457687797	0.275110726796307	0.37397864423873	-0.770616549287488	1.0203665106372	"CCNB1"
"98"	"AURKA Activation by TPX2_Homo sapiens_R-HSA-8854518"	"1/72"	0.245613586389265	0.350301344522395	0.254327927695438	0.362729995237756	-0.726269841061242	1.01967978114417	"AURKA"
"99"	"Centrosome maturation_Homo sapiens_R-HSA-380287"	"1/79"	0.266044658528954	0.361654457687797	0.275110726796307	0.37397864423873	-0.76116471887781	1.00785142615949	"CCNB1"
"100"	"Lipid digestion, mobilization, and transport_Homo sapiens_R-HSA-73923"	"1/71"	0.242649396164386	0.350301344522395	0.251312064921902	0.362729995237756	-0.709150184148411	1.00425430480494	"PNLIPRP2"
"101"	"Generic Transcription Pathway_Homo sapiens_R-HSA-212436"	"4/812"	0.390886754860822	0.459556049633669	0.413706966030788	0.486385216819981	-1.06607946090061	1.00140829882481	"CCNB1;CDC25C;AURKB;AURKA"
"102"	"Synthesis and interconversion of nucleotide di- and triphosphates_Homo sapiens_R-HSA-499943"	"1/25"	0.0931238596738161	0.186247719347632	0.0989993065954533	0.197998613190907	-0.417759946809158	0.991688942013646	"RRM2"
"103"	"Diseases associated with glycosaminoglycan metabolism_Homo sapiens_R-HSA-3560782"	"1/26"	0.0966651031692434	0.188985707319644	0.102610129813999	0.200608568400402	-0.411911870030737	0.962433245470051	"FMOD"
"104"	"Phase 1 - Functionalization of compounds_Homo sapiens_R-HSA-211945"	"1/92"	0.302549310094703	0.387085146738811	0.312223389490262	0.399462277730188	-0.804191261259557	0.961419503940269	"CMBL"
"105"	"Mitotic Prophase_Homo sapiens_R-HSA-68875"	"1/107"	0.342447056835144	0.416683831393812	0.352752718490882	0.42922358753436	-0.884282596582198	0.947631020537711	"CCNB1"
"106"	"G0 and Early G1_Homo sapiens_R-HSA-1538133"	"1/25"	0.0931238596738161	0.186247719347632	0.0989993065954533	0.197998613190907	-0.395154588335157	0.938027780382079	"CDC6"
"107"	"Activation of Matrix Metalloproteinases_Homo sapiens_R-HSA-1592389"	"1/32"	0.117627693255201	0.206739582084899	0.123981451768191	0.218419242576613	-0.433965953952178	0.928787294019694	"CMA1"
"108"	"Keratan sulfate biosynthesis_Homo sapiens_R-HSA-2022854"	"1/27"	0.100192695141256	0.193705877273094	0.10620688280095	0.205333306748504	-0.390695294866016	0.898857035434116	"FMOD"
"109"	"Diseases of glycosylation_Homo sapiens_R-HSA-3781865"	"1/88"	0.291512288869991	0.3757269500991	0.301005425873513	0.38796254890364	-0.727058690445508	0.896225701991081	"FMOD"
"110"	"Metabolism of water-soluble vitamins and cofactors_Homo sapiens_R-HSA-196849"	"1/98"	0.318787335058868	0.401949248552486	0.3287228332866	0.414476615883104	-0.781201933946638	0.893094314841899	"DHFR"
"111"	"HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA)_Homo sapiens_R-HSA-5693567"	"1/112"	0.355238886454333	0.429246987798986	0.365739088276678	0.441934731667652	-0.856596400254662	0.886547118837421	"EME1"
"112"	"Transport of inorganic cations/anions and amino acids/oligopeptides_Homo sapiens_R-HSA-425393"	"1/99"	0.321457146522835	0.402399593489017	0.331435064264766	0.41488993656165	-0.763813477674921	0.866845069368958	"SLC6A12"
"113"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds_Homo sapiens_R-HSA-425366"	"1/101"	0.326765819195062	0.403242925815183	0.336827600986833	0.415659592707155	-0.774546573061524	0.866339260015548	"SLC6A12"
"114"	"Homology Directed Repair_Homo sapiens_R-HSA-5693538"	"1/118"	0.370265144228416	0.441274897916058	0.380988586526139	0.454054890791426	-0.856734330503638	0.851196334645713	"EME1"
"115"	"Visual phototransduction_Homo sapiens_R-HSA-2187338"	"1/97"	0.316107154085576	0.401479159203578	0.325999906195763	0.41404367648221	-0.708608306766309	0.816085782692197	"OPN1SW"
"116"	"Glycosaminoglycan metabolism_Homo sapiens_R-HSA-1630316"	"1/121"	0.37764810164618	0.447012038683233	0.388479063128201	0.459832360437463	-0.783676200917636	0.763137979445403	"FMOD"
"117"	"Metabolism_Homo sapiens_R-HSA-1430728"	"8/1908"	0.47005190657507	0.538085735158304	0.509655299825997	0.583421198485023	-0.995314914097354	0.751375322578897	"DHFR;PNLIPRP2;RRM2;SLC6A12;TK1;CMBL;TYMS;FMOD"
"118"	"G alpha (s) signalling events_Homo sapiens_R-HSA-418555"	"1/142"	0.426989836761662	0.498632426822343	0.438499822496766	0.5120736182177	-0.882639249545912	0.751121647773461	"TSHR"
"119"	"DNA Double-Strand Break Repair_Homo sapiens_R-HSA-5693532"	"1/145"	0.433715846379152	0.503110381799816	0.445312692312985	0.516562723083063	-0.894643722628789	0.747354671693518	"EME1"
"120"	"Phosphorylation of the APC/C_Homo sapiens_R-HSA-176412"	"1/19"	0.0715867827051682	0.153779014699991	0.0770358846711642	0.165484492997316	-0.275036805104384	0.725229375164002	"CCNB1"
"121"	"Metabolism of vitamins and cofactors_Homo sapiens_R-HSA-196854"	"1/148"	0.440363906353618	0.507439203347877	0.452045168385775	0.52089973045778	-0.827838197366455	0.678954671502425	"DHFR"
